"","median","mean","min","max","std","NaN_count","Data_completion","Potential_outlier"
"Barro.Lee..Percentage.of.female.population.age.25..with.no.education",57.32,56.1677777777778,25.08,86.7,22.0226126843398,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25..with.no.education",46.1,46.9966666666667,26.48,75.9,18.216605748602,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.30.34.with.no.education",42.2,42.81,11.18,83.3,27.191627387856,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.30.34.with.no.education",31.04,33.0711111111111,8.27,69.2,22.0913611194763,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.35.39.with.no.education",57.83,51.5222222222222,15.74,83.3,25.6127618472597,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.35.39.with.no.education",45.02,40.6411111111111,11.62,69.2,21.2247800014773,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.40.44.with.no.education",58.89,59.77,19.45,90.6,24.3091505404858,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.40.44.with.no.education",50.66,48.73,14.89,80.3,21.3717950813683,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.45.49.with.no.education",76.15,67.9366666666667,36.77,90.6,20.225855976942,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.45.49.with.no.education",59.24,56.8266666666667,28.78,80.3,18.227055439648,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.50.54.with.no.education",77.02,74.3444444444444,36.77,94.9,18.4864998790409,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.50.54.with.no.education",60.91,64.1355555555556,28.78,87.6,16.8082235164153,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.55.59.with.no.education",83.73,81.6788888888889,62.39,94.9,11.9726348859017,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.55.59.with.no.education",70.6,72.9844444444444,61.15,87.6,10.5009548507637,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.60.64.with.no.education",85.3,85.6222222222222,65.68,97.6,10.2754060476676,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.60.64.with.no.education",74.63,76.1066666666667,62.37,93.6,11.0973318865392,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.15.19..total",2599,2701.33333333333,1182,4198,1167.03866688298,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.15.19..female",1301,1350.11111111111,595,2092,578.224101115745,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.15...total",11976,12900.6666666667,5732,22220,5854.17137603607,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.15...female",6066,6491.88888888889,2876,11052,2917.09574939033,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.20.24..total",2062,2290.22222222222,871,4120,1138.52577680281,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.20.24..female",1038,1148.55555555556,438,2058,566.414404634785,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.25.29..total",1670,1822,620,3508,959.420658522632,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.25.29..female",847,913.333333333333,313,1746,473.701118850273,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.25...total",7315,7909.11111111111,3679,13946,3567.77463709679,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.25...female",3727,3993.22222222222,1843,6925,1780.52862780817,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.30.34..total",1342,1397.77777777778,570,2633,702.020437340997,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.30.34..female",682,696.333333333333,289,1278,337.263991555577,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.35.39..total",1074,1079.55555555556,534,1841,488.884217149396,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.35.39..female",548,536.888888888889,267,861,231.819673692961,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.40.44..total",780,860.111111111111,442,1383,370.665092922319,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.40.44..female",397,431.555555555556,217,659,182.0852211954,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.45.49..total",546,699,360,1161,300.142882640918,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.45.49..female",279,354.111111111111,174,576,153.622462911877,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.50.54..total",490,566.333333333333,302,980,238.322785314371,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.50.54..female",252,288.777777777778,146,502,126.391037832769,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.55.59..total",442,452.888888888889,255,808,179.452253012079,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.55.59..female",226,231.888888888889,122,423,98.056672955547,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.60.64..total",345,354.111111111111,212,584,121.545716136403,53,0.145161290322581,0
"Barro.Lee..Population.in.thousands..age.60.64..female",175,181.666666666667,104,309,68.0771621030137,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15.19.with.primary.schooling..Completed.Primary",20.7,21.3311111111111,14.78,28.65,4.66243617769843,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15.19.with.primary.schooling..Completed.Primary",22.51,21.6022222222222,15.82,27.83,4.84128024849259,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15..with.primary.schooling..Completed.Primary",16.3,15.0611111111111,7.14,22.73,5.40827015885034,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15..with.primary.schooling..Completed.Primary",20.7,18.48,12.14,22.34,3.84300013010668,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.20.24.with.primary.schooling..Completed.Primary",25.67,25.3533333333333,14.87,36.77,6.95324924046305,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.20.24.with.primary.schooling..Completed.Primary",25.52,27.5533333333333,21.15,38.63,5.15683526981423,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25.29.with.primary.schooling..Completed.Primary",21.82,21.3977777777778,7.2,35.96,9.81969294043579,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25.29.with.primary.schooling..Completed.Primary",24.95,25.2933333333333,16,38.14,6.9667155101956,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25..with.primary.schooling..Completed.Primary",8.87,10.83,3.5,21.64,6.74307422471383,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25..with.primary.schooling..Completed.Primary",14.04,15.0411111111111,8.16,21.91,5.63847373950709,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.30.34.with.primary.schooling..Completed.Primary",18.62,16.7311111111111,3.8,33.18,10.4927575551478,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.30.34.with.primary.schooling..Completed.Primary",23.63,21.4566666666667,10.5,35.55,8.45866124159137,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.35.39.with.primary.schooling..Completed.Primary",8.65,13.18,3.06,30.11,10.0436111533651,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.35.39.with.primary.schooling..Completed.Primary",16.09,18.2677777777778,8.45,32.58,8.78546068481582,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.40.44.with.primary.schooling..Completed.Primary",7.38,9.65111111111111,2.42,23.87,8.42393827797374,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.40.44.with.primary.schooling..Completed.Primary",12.27,14.3222222222222,6.5,27.25,8.06537472436615,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.45.49.with.primary.schooling..Completed.Primary",2.6,6.92888888888889,1.77,18.54,6.83351747719365,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.45.49.with.primary.schooling..Completed.Primary",7.11,11.1388888888889,5.6,22.83,6.96501336044024,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.50.54.with.primary.schooling..Completed.Primary",2.13,4.72222222222222,1.3,18.23,5.53690522263515,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.50.54.with.primary.schooling..Completed.Primary",6.22,8.24555555555555,4,22.59,5.80129104405026,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.55.59.with.primary.schooling..Completed.Primary",1.54,2.56555555555556,0.68,6.76,2.35552600872454,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.55.59.with.primary.schooling..Completed.Primary",5.13,5.30666666666667,2.83,8.91,1.96666596045185,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.60.64.with.primary.schooling..Completed.Primary",1.32,1.74111111111111,0.4,6.51,1.88722312170848,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.60.64.with.primary.schooling..Completed.Primary",4.74,4.28666666666667,1.8,7.03,1.85626641406884,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15.19.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",61.72,63.9033333333333,45,84.05,13.2078158678867,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15.19.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",64.8,64.7822222222222,52.7,82.08,10.402225456336,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15..with.primary.schooling..Total..Incomplete.and.Completed.Primary.",50.26,43.2033333333333,21.7,54.79,12.1728057570964,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15..with.primary.schooling..Total..Incomplete.and.Completed.Primary.",48.28,45.2177777777778,30.1,51.47,7.75139145214873,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.20.24.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",53.27,52.9522222222222,34.1,72.56,12.582722060208,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.20.24.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",50.48,51.6277777777778,42,66.01,7.6964468714105,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25.29.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",52.95,49.6666666666667,22.3,72.56,16.0077793587993,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25.29.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",49.77,49.7477777777778,33.5,66.01,9.650411620467,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25..with.primary.schooling..Total..Incomplete.and.Completed.Primary.",34.39,33.6355555555556,11.9,49.42,14.2640826125544,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25..with.primary.schooling..Total..Incomplete.and.Completed.Primary.",38.15,36.97,20.5,45.64,9.11088771745103,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.30.34.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",45.81,43.0533333333333,15,67.62,17.1083130378188,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.30.34.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",45.84,45.1288888888889,26.6,61.88,10.5476732557996,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.35.39.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",36.49,37.0644444444444,15,61.49,16.0291025256493,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.35.39.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",41.55,40.8266666666667,26.6,56.78,9.46369246119082,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.40.44.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",33.8,31.1077777777778,8.3,48.96,15.187805781101,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.40.44.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",35.75,35.8466666666667,16.8,47.62,9.87846268404148,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.45.49.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",21.81,26.3377777777778,8.3,47.41,14.787654291484,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.45.49.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",33.8,31.6522222222222,16.8,44.97,9.65581013920864,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.50.54.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",20.6,21.3555555555556,4.2,46.85,13.6877482727357,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.50.54.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",26.28,27.0611111111111,10.5,44.58,10.1625445195143,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.55.59.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",14.53,16.2311111111111,4.2,31.81,10.5279906017773,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.55.59.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",24.17,22.1111111111111,10.5,33.77,8.5275105459396,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.60.64.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",13.7,12.9233333333333,1.6,30.81,9.45117982053034,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.60.64.with.primary.schooling..Total..Incomplete.and.Completed.Primary.",19.11,20.27,5.3,32.74,9.47585616184627,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.15.19..total",4.56,4.3,3.16,5.1,0.709559722644965,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.15.19..female",4.57,4.14666666666667,2.63,5.02,0.900458216687482,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.15...total",3.85,3.54111111111111,1.93,4.62,0.995118641726257,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.15...female",3.2,2.98,1.26,4.43,1.16653332571341,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.20.24..total",5.34,4.76888888888889,3.15,5.65,1.00424653900878,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.20.24..female",5,4.18888888888889,2.13,5.48,1.35707815217515,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.25.29..total",4.55,4.35111111111111,2.18,5.64,1.26896064206543,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.25.29..female",3.82,3.65222222222222,1.19,5.24,1.58722066658812,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.25...total",2.93,2.94333333333333,1.27,4.36,1.15685997424062,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.25...female",2.1,2.26777777777778,0.64,4.27,1.28629096414631,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.30.34..total",4.05,3.85666666666667,1.59,5.5,1.47165722911281,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.30.34..female",3.09,3.08111111111111,0.78,5.01,1.67583892755572,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.35.39..total",2.96,3.36666666666667,1.59,5.34,1.46598942697415,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.35.39..female",2.04,2.56222222222222,0.78,4.8,1.59284947325365,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.40.44..total",2.73,2.84111111111111,1.01,5.24,1.44425105543015,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.40.44..female",1.91,2.07,0.46,4.76,1.47729482500955,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.45.49..total",1.9,2.3,1.01,4.22,1.19637995636838,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.45.49..female",0.99,1.56444444444444,0.46,3.42,1.13383322308785,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.50.54..total",1.78,1.85,0.65,4.22,1.05079731632699,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.50.54..female",0.95,1.21666666666667,0.26,3.42,1.00212274697265,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.55.59..total",1.35,1.30333333333333,0.65,2.04,0.512127913709065,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.55.59..female",0.68,0.81,0.26,1.76,0.54738012386275,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.60.64..total",1.29,1.11222222222222,0.33,1.75,0.499419107007776,53,0.145161290322581,0
"Barro.Lee..Average.years.of.primary.schooling..age.60.64..female",0.62,0.623333333333333,0.12,1.55,0.449249373956158,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.15.19..total",5.49,5.01222222222222,3.42,6.01,0.944798626398475,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.15.19..female",5.46,4.79222222222222,2.82,5.97,1.14766913544124,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.15...total",4.78,4.49888888888889,2.17,6.25,1.49848627324748,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.15...female",3.82,3.67444444444444,1.37,5.91,1.63797978552172,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.20.24..total",7.11,6.22888888888889,3.64,7.88,1.58527950567435,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.20.24..female",6.25,5.26111111111111,2.34,7.39,1.97288142347966,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.25.29..total",5.9,5.66333333333333,2.48,7.71,1.92317445906501,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.25.29..female",4.66,4.55444444444444,1.3,7.21,2.2027716127138,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.25...total",3.72,3.82444444444444,1.45,6.19,1.73129367173157,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.25...female",2.53,2.84666666666667,0.72,5.84,1.78081442042679,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.30.34..total",5.22,5.05333333333333,1.8,7.65,2.21044678741652,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.30.34..female",3.7,3.86222222222222,0.86,6.84,2.30977692525587,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.35.39..total",3.74,4.41111111111111,1.8,7.62,2.23388923429769,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.35.39..female",2.42,3.22,0.86,6.7,2.22208235670958,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.40.44..total",3.44,3.72333333333333,1.16,7.62,2.21120442293335,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.40.44..female",2.2,2.59777777777778,0.52,6.7,2.07874227465659,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.45.49..total",2.26,2.95888888888889,1.16,5.95,1.79249438244897,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.45.49..female",1.12,1.9,0.52,4.45,1.48272553090584,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.50.54..total",2.05,2.35222222222222,0.76,5.95,1.56281619022982,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.50.54..female",1.06,1.47444444444444,0.31,4.45,1.31372667544576,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.55.59..total",1.63,1.57666666666667,0.76,2.73,0.674073438135638,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.55.59..female",0.78,0.938888888888889,0.31,2.1,0.642231353260732,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.60.64..total",1.46,1.31444444444444,0.39,2.11,0.603119206938212,53,0.145161290322581,0
"Barro.Lee..Average.years.of.total.schooling..age.60.64..female",0.7,0.72,0.16,1.8,0.509632220331486,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15.19.with.secondary.schooling..Completed.Secondary",0.71,1.58555555555556,0.1,4.59,1.81876407974695,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15.19.with.secondary.schooling..Completed.Secondary",0.88,1.65666666666667,0.1,4.77,1.78478289996291,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15..with.secondary.schooling..Completed.Secondary",1.7,3.30666666666667,0.2,11.14,3.79107174819997,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15..with.secondary.schooling..Completed.Secondary",1.98,4.07333333333333,0.3,13.3,4.55301822970214,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.20.24.with.secondary.schooling..Completed.Secondary",2.02,5.00888888888889,0.3,17.45,6.11310159502614,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.20.24.with.secondary.schooling..Completed.Secondary",3.27,6.53777777777778,0.6,19.48,6.92686035981991,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25.29.with.secondary.schooling..Completed.Secondary",1.97,4.01888888888889,0.2,14.64,4.902069574283,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25.29.with.secondary.schooling..Completed.Secondary",3.2,5.84333333333333,0.4,18.46,6.33449484963087,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25..with.secondary.schooling..Completed.Secondary",1.47,2.93555555555556,0.1,11.24,3.67597983914191,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25..with.secondary.schooling..Completed.Secondary",1.88,3.98555555555556,0.3,14.11,4.68690759219528,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.30.34.with.secondary.schooling..Completed.Secondary",1.39,3.62666666666667,0.1,14.49,4.8347440469998,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.30.34.with.secondary.schooling..Completed.Secondary",2.76,5.51111111111111,0.3,19.49,6.57312224982246,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.35.39.with.secondary.schooling..Completed.Secondary",1.01,3.04888888888889,0.1,13.4,4.38421727462396,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.35.39.with.secondary.schooling..Completed.Secondary",1.99,4.77,0.3,18.03,5.99319822799146,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.40.44.with.secondary.schooling..Completed.Secondary",0.73,2.71555555555556,0.15,13.4,4.35250821685356,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.40.44.with.secondary.schooling..Completed.Secondary",1.6,4.28111111111111,0.34,18.03,5.93236345069241,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.45.49.with.secondary.schooling..Completed.Secondary",0.43,1.60222222222222,0.17,6.61,2.21106748979864,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.45.49.with.secondary.schooling..Completed.Secondary",0.88,3.00555555555556,0.36,10.99,3.84918209205252,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.50.54.with.secondary.schooling..Completed.Secondary",0.34,1.36555555555556,0.16,6.61,2.1243711487821,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.50.54.with.secondary.schooling..Completed.Secondary",0.51,2.48111111111111,0.29,10.99,3.58300308555702,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.55.59.with.secondary.schooling..Completed.Secondary",0.33,0.567777777777778,0.16,1.79,0.549631189475674,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.55.59.with.secondary.schooling..Completed.Secondary",0.5,1.16888888888889,0.28,3.97,1.24291436193774,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.60.64.with.secondary.schooling..Completed.Secondary",0.26,0.442222222222222,0.17,1.07,0.353227185313425,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.60.64.with.secondary.schooling..Completed.Secondary",0.52,0.888888888888889,0.3,2.24,0.773925778812873,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15.19.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",17.43,17.0877777777778,4.7,32.31,8.85440960451031,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15.19.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",20.02,18.7355555555556,6.4,32.45,8.07102396092205,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.15..with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",10.86,11.47,2.4,20.79,6.91794586564538,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.15..with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",16.61,15.9822222222222,5,25.85,7.17562153715234,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.20.24.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",15.97,16.7944444444444,4.4,28.82,8.6445519130709,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.20.24.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",23.38,23.5788888888889,11.1,33.15,7.24761244211576,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25.29.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",15,13.2788888888889,2,22.27,7.78213730996255,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25.29.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",23.09,20.1166666666667,5.8,28.84,7.91461780504908,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.25..with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",7.14,8.00666666666667,1.2,18.74,6.05203065094684,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.25..with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",13.44,12.8688888888889,3.1,21.23,6.93610381346121,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.30.34.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",10.02,11.2033333333333,1.4,23.74,8.29035282723238,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.30.34.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",19.5,17.6166666666667,3.6,28.84,9.21221878810963,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.35.39.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",6.66,8.95777777777778,1.4,24.04,7.89836498551722,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.35.39.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",14.72,14.7177777777778,3.6,27.96,9.15373663835947,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.40.44.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",4.49,7.18888888888889,0.9,24.04,7.74359000148582,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.40.44.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",11.3,12.25,2.3,27.96,9.24583554904585,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.45.49.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",1.99,4.35111111111111,0.9,11.96,4.14762716635803,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.45.49.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",5.76,8.89666666666667,2.3,18.77,6.83579366277245,53,0.145161290322581,0
"Barro.Lee..Percentage.of.female.population.age.50.54.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",1.4,3.33,0.6,11.96,3.7727244797361,53,0.145161290322581,0
"Barro.Lee..Percentage.of.population.age.50.54.with.secondary.schooling..Total..Incomplete.and.Completed.Secondary.",3.65,6.91777777777778,1.5,18.4,6.04428196268543,53,0.145161290322581,0
